Amount,Hour,PreviousTransactions,International,NewDevice,HighRiskCountry,Fraud
8839.44,19,14,0,0,1,1
14678.01,18,9,0,0,0,0
1481.34,11,25,0,1,0,0
13721.46,4,36,0,0,0,0
468.93,17,22,0,1,0,0
3420.98,4,29,1,1,0,1
3859.22,11,26,1,1,0,0
3293.26,14,4,1,1,0,0
12124.63,2,34,1,0,0,1
1456.44,9,11,1,1,0,0
1476.29,16,2,1,1,0,0
9771.07,14,32,1,1,1,1
1446.52,21,19,1,0,1,1
2437.14,21,16,0,1,0,0
13259.42,16,28,0,1,1,1
107.04,10,22,1,1,1,1
12350.39,21,21,1,0,0,0
1203.83,2,15,1,1,0,1
12606.23,5,11,1,0,1,1
2465.02,6,24,0,1,1,1
5727.9,16,22,0,1,0,0
10849.37,21,2,1,1,1,1
1515.04,18,40,1,0,1,1
9735.15,18,32,0,1,0,0
12285.01,23,9,0,0,1,1
5550.22,0,27,1,0,0,0
10490.86,6,5,1,0,1,1
10547.82,16,25,1,1,1,1
4594.34,4,1,0,0,0,0
6103.06,19,16,1,1,1,1
13547.52,16,9,1,0,1,1
13090.48,13,7,0,0,0,0
11702.05,18,6,0,1,1,1
13307.53,12,40,1,1,0,1
14251.15,4,19,1,0,1,1
1825.26,19,39,0,0,0,0
11343.59,0,12,0,1,0,1
5693.96,13,24,1,0,0,0
3125.28,4,35,0,0,1,0
6807.91,21,25,1,1,0,1
8962.65,18,33,1,0,1,1
3554.86,9,4,0,0,0,0
13445.02,23,12,1,0,0,0
11160.0,2,25,1,0,1,1
1198.51,18,19,0,0,1,0
5624.7,9,25,0,0,1,0
14353.18,5,15,0,0,1,1
11528.42,15,34,1,0,0,1
6482.99,9,11,0,0,1,1
4285.08,6,5,1,1,0,1
13056.65,15,36,0,1,0,1
2340.06,13,4,1,0,1,1
4558.14,1,28,1,1,1,1
13504.01,22,14,1,0,0,0
48.27,18,5,1,0,1,1
8350.25,2,22,0,1,1,1
5079.84,5,24,1,1,1,1
2085.62,15,31,1,0,1,1
6236.82,17,3,0,1,0,0
5292.61,5,1,0,0,1,0
11612.87,22,15,0,1,0,1
136.15,4,33,0,0,0,0
14224.0,8,17,1,1,1,1
7581.08,21,1,0,0,1,0
13815.9,1,8,0,0,0,0
13193.56,20,31,1,0,0,0
5970.3,16,39,1,1,0,1
2734.21,9,38,0,0,1,0
2527.82,3,27,1,1,1,1
2704.25,3,28,1,1,1,1
5966.42,11,30,1,0,0,0
2496.64,12,2,0,0,0,0
6095.14,4,40,0,0,1,1
2364.5,4,1,0,1,1,1
3410.22,18,40,1,1,0,0
3760.81,5,40,0,0,1,0
10364.24,19,24,0,1,1,1
8671.83,12,20,0,1,1,1
4379.69,3,6,0,1,1,1
1772.45,18,8,1,1,0,1
108.02,19,18,1,1,1,1
9390.98,13,12,1,0,0,0
9655.88,5,3,0,1,1,1
10273.73,7,24,1,1,1,1
11254.48,17,21,0,1,1,1
1939.54,5,32,1,0,0,0
1289.89,23,16,1,0,1,1
6300.49,2,34,0,0,1,1
4724.28,0,4,1,1,0,1
12620.54,0,4,0,1,0,1
13314.23,1,3,0,0,1,1
1209.95,2,40,0,1,1,1
4705.47,12,26,0,0,1,0
9678.52,18,22,0,1,1,1
4014.88,9,30,0,1,1,1
11448.25,3,25,0,0,0,0
3098.77,11,7,0,0,0,0
3389.03,6,5,0,1,0,0
8479.92,8,12,1,1,0,1
6431.82,9,28,1,1,0,1
4217.2,7,5,0,0,1,0
676.77,17,39,1,0,0,0
9416.68,9,1,1,0,1,1
14882.14,12,3,1,1,1,1
12841.1,3,39,0,1,0,1
5141.46,14,38,1,1,1,1
12025.14,6,32,0,1,1,1
2112.73,19,11,0,1,1,1
4113.36,23,6,1,1,0,1
11711.07,10,5,1,1,0,1
8486.48,1,3,1,1,1,1
10487.04,17,40,1,1,1,1
10634.39,7,21,0,0,1,1
7507.24,1,3,0,1,1,1
10685.0,6,8,0,0,0,0
2582.63,20,18,1,1,0,0
8600.79,13,34,1,1,0,1
1228.82,8,6,1,1,1,1
12698.8,7,31,1,1,1,1
5241.57,6,18,1,1,0,1
3825.58,3,25,1,0,1,1
3672.77,11,13,0,1,0,0
8966.75,22,13,0,1,1,1
2893.11,9,27,0,0,0,0
14506.3,20,19,0,0,1,1
1784.4,2,5,1,0,0,0
4311.3,9,35,1,0,1,1
5177.53,17,35,0,0,1,0
239.36,3,13,0,0,0,0
9852.46,7,14,0,0,0,0
13883.39,14,31,1,0,0,0
6783.79,10,36,1,0,0,0
1476.51,16,36,0,0,0,0
12904.56,9,12,1,0,0,0
10630.92,3,23,1,1,1,1
1606.54,12,30,0,0,1,0
3521.29,16,23,0,0,1,0
9713.84,19,13,1,1,0,1
10581.07,22,17,0,0,0,0
6168.46,21,26,1,1,0,1
13556.49,5,17,1,1,0,1
11902.29,18,27,0,0,1,1
2151.68,4,13,1,0,1,1
2491.9,7,0,1,0,1,1
10508.59,22,28,0,0,0,0
8618.99,20,32,0,0,0,0
850.57,10,18,0,0,1,0
6306.09,15,18,0,1,1,1
6119.0,20,31,1,1,1,1
9444.53,0,31,1,1,0,1
5635.63,22,35,1,0,0,0
4553.68,0,19,0,0,0,0
10629.79,20,26,1,0,1,1
6891.95,9,32,0,1,0,0
11192.73,3,5,1,0,1,1
1444.17,13,8,0,1,1,1
32.02,14,23,0,1,0,0
10785.74,11,32,0,1,0,0
8682.47,23,38,0,1,1,1
11190.81,4,34,0,1,1,1
14050.03,13,36,0,1,1,1
12692.65,12,9,1,1,0,1
1127.71,6,25,0,0,1,0
62.93,16,29,1,1,1,1
12900.56,20,6,1,0,0,0
14704.57,7,12,0,0,0,0
435.19,20,31,1,0,0,0
539.74,14,37,0,1,0,0
5467.84,11,35,1,1,1,1
12997.71,11,23,1,1,1,1
1910.89,2,26,0,0,1,0
12780.72,6,17,1,0,0,0
6729.9,5,27,1,1,0,1
14672.69,12,28,0,0,0,0
7562.58,22,12,1,0,0,0
14860.18,23,5,1,0,1,1
8634.36,20,36,1,0,0,1
9126.91,17,17,0,1,0,0
11544.95,1,28,0,0,0,0
5469.91,6,3,1,1,1,1
484.99,6,22,1,0,1,1
12023.81,13,33,1,0,1,1
4594.84,9,2,1,1,0,0
7095.31,10,19,1,1,1,1
9597.24,8,13,1,0,1,1
1951.44,5,18,0,1,0,0
10365.95,20,0,0,0,0,0
10429.22,1,39,1,1,1,1
10757.2,15,31,1,0,0,0
13291.73,0,32,1,1,1,1
4333.79,17,34,0,0,0,0
1229.34,19,3,0,0,1,0
14316.74,6,10,1,1,1,1
7532.38,8,33,0,0,1,0
13909.19,9,5,1,0,0,1
373.53,7,8,1,1,1,1
10981.99,13,26,0,0,0,0
1029.38,21,37,0,1,0,0
10408.04,20,12,1,1,0,1
1369.17,3,35,0,1,1,1
4281.47,5,31,1,1,1,1
12656.23,12,16,0,0,0,0
11420.24,11,33,0,1,1,1
8218.98,22,18,1,1,1,1
3887.65,10,17,0,1,1,1
6122.13,6,33,0,0,0,0
4254.56,16,33,1,1,0,1
11009.88,6,27,0,0,0,0
14246.32,14,3,1,0,1,1
9890.2,0,14,1,1,1,1
816.16,2,9,0,0,0,0
3748.19,7,14,1,0,1,1
13402.56,15,13,0,0,0,0
5744.5,1,3,0,1,1,1
1644.12,22,2,1,1,1,1
13267.83,22,33,0,1,1,1
3639.32,16,23,0,0,0,0
12929.61,3,4,1,1,0,1
7534.6,10,33,1,0,0,0
2160.99,10,5,1,1,0,0
14872.88,1,34,1,0,1,1
3189.03,19,0,0,1,0,0
2550.86,5,36,0,1,1,1
14246.49,14,1,1,1,0,1
1595.55,3,40,0,1,0,0
1116.41,12,17,0,0,0,0
5087.78,10,30,1,0,1,1
4879.52,4,22,0,1,1,1
6374.83,3,38,1,1,0,1
5329.3,12,39,0,0,0,0
2687.05,6,38,1,0,0,0
5364.24,5,24,1,1,1,1
3252.83,6,9,1,1,0,0
5749.2,17,0,1,1,1,1
6618.41,9,39,0,1,1,1
1361.86,17,12,0,1,0,0
6382.48,1,29,1,0,0,1
4453.64,17,14,0,1,0,0
8646.65,10,3,0,0,0,0
10825.36,5,31,1,1,0,1
8224.3,1,15,0,1,0,1
12458.12,22,25,0,1,1,1
6047.64,23,29,1,0,0,0
9084.17,1,12,1,0,1,1
7482.43,21,12,1,0,1,1
1839.93,21,38,1,0,0,0
1153.87,2,40,1,0,1,1
8033.63,4,5,1,1,1,1
14825.83,13,21,1,1,0,1
46.83,14,17,1,0,1,1
7928.2,9,9,0,0,0,0
11335.18,5,4,1,1,1,1
9584.67,7,40,0,1,0,0
14445.72,4,6,1,1,0,1
1729.25,17,1,1,0,1,1
2475.37,20,2,0,0,0,0
11361.86,23,0,1,1,0,1
11761.88,23,37,1,0,1,1
4557.27,23,38,1,1,0,0
7555.36,11,2,1,0,1,1
12319.15,16,27,1,0,0,1
8043.72,16,5,0,1,1,1
8813.87,15,8,0,0,1,1
2749.38,20,18,1,0,1,1
5950.54,11,14,1,0,1,1
14654.14,5,40,1,0,1,1
5896.44,7,10,0,1,1,1
2189.02,8,22,1,0,1,1
14809.19,16,26,1,0,1,1
724.75,9,33,1,1,0,0
13362.78,22,1,0,0,0,0
401.83,20,27,1,0,1,1
3837.94,14,26,0,0,1,0
13315.2,10,30,1,0,0,1
2796.88,16,32,0,0,0,0
10006.88,21,40,1,0,1,1
2870.01,20,28,1,1,1,1
12065.87,13,35,0,0,0,0
3750.52,15,20,1,0,0,0
9091.3,5,11,0,1,0,1
1059.12,17,24,0,0,0,0
9011.78,7,8,1,1,1,1
7319.45,20,34,1,1,1,1
1580.03,14,12,1,0,1,1
7855.04,21,33,1,0,1,1
11808.55,19,9,0,1,1,1
11576.79,3,32,0,1,0,1
7404.9,3,36,0,0,0,0
976.39,13,12,1,1,1,1
11618.02,18,20,1,1,1,1
242.65,2,34,1,0,1,1
9883.59,3,19,1,0,0,1
13758.58,22,14,0,0,1,1
8022.41,5,25,1,1,1,1
11.29,17,24,1,1,1,1
8416.39,15,24,0,0,1,1
52.51,21,37,0,1,0,0
3346.95,21,30,0,1,1,1
14680.59,16,5,1,1,0,1
4521.63,8,32,0,0,0,0
11327.08,13,18,0,0,0,0
6568.52,5,6,0,0,0,0
10320.35,8,30,1,0,1,1
11802.81,4,21,1,0,1,1
14540.01,15,28,1,0,0,0
5858.66,15,6,0,0,1,1
4770.25,0,35,1,1,1,1
9666.33,20,31,1,0,0,0
6608.89,16,4,1,1,0,1
14309.06,8,30,1,1,1,1
2079.83,17,33,0,1,0,0
3026.28,2,8,1,1,0,1
13945.55,16,8,0,0,0,0
2717.41,20,2,0,1,1,1
12826.06,1,20,1,0,1,1
10352.76,6,13,1,1,0,1
6757.23,0,14,0,0,0,0
2261.25,14,40,1,1,1,1
3862.61,13,22,1,1,0,0
10291.24,4,21,0,0,1,1
6774.75,20,2,1,0,1,1
10456.91,13,5,1,0,1,1
1884.34,16,12,1,1,1,1
14412.64,21,28,0,0,0,0
3293.75,0,8,1,0,0,0
5902.98,9,7,0,0,0,0
2537.92,7,11,0,0,1,0
1626.6,7,14,1,0,0,0
11879.71,9,11,1,0,0,0
3697.11,6,27,0,1,1,1
9015.43,23,9,1,1,1,1
30.51,10,33,0,1,0,0
14613.54,20,16,1,0,1,1
3904.43,18,14,1,1,1,1
3420.72,12,7,0,1,1,1
10422.73,18,22,1,0,0,0
11474.29,6,35,1,1,0,1
4645.01,10,39,0,1,0,0
8761.4,3,21,1,0,1,1
10020.8,21,6,1,1,0,1
9247.38,11,15,1,1,1,1
983.89,17,28,0,0,1,0
10973.22,9,30,0,1,0,0
13445.12,2,11,1,0,0,1
1791.99,9,26,1,1,0,0
4353.94,12,7,0,1,0,0
11515.58,9,6,1,1,0,1
12011.88,8,3,1,1,1,1
2724.51,21,20,0,0,1,0
11010.87,0,8,0,0,0,0
8395.15,14,3,0,1,0,0
14520.59,22,40,1,1,1,1
8589.79,14,13,0,0,0,0
525.02,19,30,1,0,0,0
8868.75,0,21,1,1,0,1
7433.33,17,23,1,0,1,1
5777.41,7,11,1,0,0,0
9726.05,2,30,0,1,1,1
3825.47,19,12,0,1,1,1
13542.02,17,11,1,0,0,0
5595.97,14,40,0,0,1,1
8557.55,23,9,1,0,0,0
2377.28,0,18,0,1,1,1
14560.84,3,25,1,1,1,1
12343.69,13,35,0,0,0,0
7983.8,6,32,0,1,0,0
9188.47,13,24,0,0,0,0
14505.58,5,20,0,1,1,1
954.17,5,10,0,0,0,0
12386.86,16,40,0,0,1,1
9255.18,2,27,0,0,0,0
9680.47,8,20,1,1,1,1
6983.16,15,36,1,0,1,1
11390.65,20,34,1,0,1,1
12871.77,11,32,1,1,0,1
5044.8,19,4,1,1,1,1
14297.39,21,0,1,0,0,1
2876.22,7,35,0,1,0,0
14275.24,23,30,1,0,1,1
12955.5,0,33,0,1,0,1
14319.75,23,21,1,0,1,1
7895.59,6,31,0,0,0,0
5914.08,22,34,0,1,1,1
11484.32,9,22,0,1,0,0
13889.96,12,30,0,0,1,1
6936.45,10,17,1,0,1,1
676.72,15,31,1,1,1,1
12459.29,8,18,1,1,1,1
2207.76,22,16,1,0,1,1
8657.79,19,3,1,0,1,1
14621.79,3,30,1,0,1,1
7757.83,6,30,0,0,0,0
3365.35,19,19,0,0,1,0
10952.04,13,34,1,0,1,1
5313.53,4,0,0,0,1,1
8535.12,6,13,1,1,0,1
6432.02,11,31,0,1,0,0
11896.2,1,15,0,0,0,0
13503.73,17,25,1,1,1,1
4750.57,9,19,0,0,0,0
4922.16,21,27,0,0,0,0
5561.58,3,28,0,0,1,1
13600.29,16,39,1,0,1,1
7061.8,3,31,0,1,0,0
14958.62,19,16,0,0,1,1
6669.28,6,6,0,0,1,1
8205.56,8,40,1,1,1,1
6742.39,9,2,0,1,0,0
11568.16,17,4,1,1,1,1
4007.8,15,25,0,0,0,0
10329.69,5,39,0,0,1,1
3010.05,14,35,0,1,1,1
11665.16,12,4,0,1,0,0
4775.34,20,8,1,0,0,0
6965.4,16,13,0,0,1,1
412.61,16,37,0,1,0,0
8656.67,3,8,1,1,1,1
10070.98,19,10,0,1,0,1
9073.64,5,16,1,0,0,0
9103.85,4,36,1,0,1,1
12948.22,2,13,0,0,1,1
11059.83,14,28,1,0,0,0
14898.07,23,3,0,1,0,0
7337.8,23,3,0,1,1,1
10119.73,13,32,1,0,1,1
12099.5,23,16,1,1,0,1
1983.99,4,13,0,1,1,1
7001.07,10,18,1,1,1,1
13362.48,16,24,1,0,0,0
2273.73,19,23,1,0,0,0
14900.02,23,20,0,0,0,0
13119.0,4,18,1,1,0,1
12767.45,13,38,0,1,1,1
10360.09,19,9,1,0,1,1
6735.7,8,12,0,1,1,1
6955.27,12,18,0,1,1,1
10654.84,12,33,0,1,0,1
4184.71,21,9,0,0,0,0
10346.78,21,21,1,1,0,1
4805.99,14,25,1,0,1,1
6133.83,3,37,1,0,1,1
4412.87,19,3,1,0,0,0
11306.6,8,12,0,1,1,1
12234.05,16,28,0,0,1,1
2475.5,10,8,0,0,1,0
1569.53,11,37,1,0,1,1
10266.29,15,33,1,0,1,1
6849.76,5,11,0,0,1,1
217.92,23,16,0,1,0,0
531.56,13,37,1,1,1,1
11214.18,8,7,0,1,0,0
7054.83,9,16,1,0,0,0
12818.76,0,9,0,1,0,1
6497.21,5,30,1,0,1,1
1098.87,4,24,1,0,0,0
2398.32,23,8,0,0,1,0
3864.21,20,36,1,1,1,1
7193.17,16,39,1,0,1,1
14456.9,11,31,0,1,1,1
11066.79,9,20,1,0,1,1
1599.8,18,5,0,0,0,0
6715.17,8,25,0,1,1,1
12150.32,21,27,1,1,0,1
11943.1,3,2,0,1,0,1
10938.62,3,8,1,1,0,1
5952.78,5,23,1,0,0,0
12550.12,22,5,0,0,1,1
2247.94,5,10,1,0,0,0
13436.67,18,32,0,1,0,0
5199.5,19,23,0,1,1,1
3668.04,19,13,0,1,0,0
11159.7,23,2,1,1,1,1
12288.39,12,14,0,0,1,1
526.92,20,13,0,0,1,0
199.51,17,9,1,1,1,1
12942.31,9,33,1,1,1,1
720.33,3,23,0,1,1,1
4070.86,23,16,0,0,0,0
8913.43,7,3,0,1,1,1
1870.63,11,9,0,1,0,0
10983.97,5,38,0,0,1,1
3704.06,7,6,1,0,1,1
8688.1,11,9,0,0,1,1
3318.96,18,4,1,0,0,0
1921.33,14,38,0,1,0,0
8901.32,6,6,0,1,0,0
1910.82,11,11,1,0,1,1
12929.18,22,39,0,0,1,1
11386.21,6,3,1,0,0,0
7393.0,2,2,1,1,1,1
11851.87,13,24,1,1,0,1
4252.45,17,31,1,1,0,0
1903.08,16,26,0,0,1,0
1245.59,16,25,0,0,1,0
1082.18,19,33,0,1,1,1
6565.09,22,40,1,1,1,1
10090.22,17,24,0,1,0,0
10777.89,5,12,0,0,0,0
5054.72,12,10,0,1,0,0
1041.66,11,17,1,1,0,0
3679.98,7,6,1,0,1,1
1445.24,4,15,1,0,1,1
1388.31,6,1,0,0,0,0
10047.91,22,25,1,1,0,1
6752.17,22,9,0,0,0,0
13504.68,3,5,1,0,1,1
5884.36,17,31,1,0,0,0
4012.82,19,11,1,1,1,1
9817.78,20,17,1,1,0,1
9202.24,20,27,1,0,0,0
6682.26,11,28,0,1,1,1
11830.0,4,32,0,0,0,0
9282.68,8,13,1,0,1,1
7260.2,9,11,0,1,0,0
6341.22,8,17,0,1,1,1
5216.1,22,27,0,1,1,1
2366.83,11,29,1,0,1,1
12188.42,18,37,0,0,1,1
3047.15,18,16,1,0,1,1
13209.26,9,25,1,0,0,0
9653.53,17,32,0,1,1,1
225.07,11,2,0,1,0,0
1261.2,11,27,1,1,0,0
8127.38,6,4,1,0,1,1
12513.44,6,7,0,0,0,0
9614.09,15,15,0,0,0,0
6372.49,19,5,1,0,1,1
3576.19,2,35,0,1,1,1
492.63,21,17,1,1,1,1
4088.56,22,35,1,1,1,1
7259.89,12,21,0,1,0,0
4425.53,23,12,1,1,0,0
7203.66,10,3,0,0,1,1
12873.59,5,32,1,1,0,1
3728.49,18,32,1,0,1,1
8103.91,6,38,0,0,0,0
8444.6,3,36,1,0,1,1
4849.07,20,4,0,1,0,0
3211.39,5,23,1,0,1,1
11599.38,7,4,0,0,1,1
11077.52,5,27,1,1,0,1
10381.18,8,39,0,0,1,1
11171.49,0,19,1,1,1,1
6532.2,3,6,1,0,0,0
9894.98,4,10,0,0,1,1
8561.57,15,6,1,1,0,1
7402.73,15,27,1,1,0,1
427.99,9,16,0,0,0,0
9780.08,18,28,1,1,1,1
9822.99,10,7,1,1,0,1
2327.96,4,5,1,0,0,0
2873.09,8,32,0,0,1,0
14337.43,7,14,0,0,0,0
6471.51,18,19,0,1,1,1
9285.24,18,10,1,0,0,0
11270.91,9,25,1,1,0,1
6189.68,9,10,1,1,1,1
5432.47,11,10,0,0,1,0
6455.19,1,32,0,0,0,0
6289.23,22,34,0,0,1,0
5715.59,23,1,1,1,1,1
7169.53,19,2,0,0,0,0
3922.86,20,10,1,1,0,0
13675.3,7,11,1,1,0,1
6282.58,3,39,0,1,1,1
7510.73,20,14,1,1,0,1
13628.03,17,39,0,1,0,0
4409.62,23,10,0,0,0,0
11784.89,22,19,0,0,0,0
6034.8,2,27,1,0,1,1
10736.1,2,36,1,0,1,1
2374.03,2,26,1,0,1,1
10535.12,16,28,0,0,1,1
8134.73,23,27,0,0,0,0
8634.81,9,36,0,1,1,1
391.6,1,40,0,0,1,0
1744.19,22,2,1,0,1,1
11150.85,21,21,0,0,0,0
8408.67,17,34,0,0,1,1
1865.65,16,2,1,1,1,1
9273.41,20,0,0,1,1,1
11716.68,4,1,0,1,0,1
7298.41,13,0,1,0,1,1
13251.17,17,31,1,0,0,0
1072.77,8,36,1,0,0,0
2395.26,6,40,1,0,0,0
12503.44,19,35,1,0,0,1
478.66,20,2,0,1,1,1
3360.89,14,35,0,0,0,0
2070.57,13,18,0,1,1,1
7209.13,19,39,1,1,1,1
3734.25,13,35,1,1,1,1
12693.47,4,5,0,1,0,1
8160.38,21,19,0,1,1,1
556.6,16,11,1,1,1,1
12283.88,3,28,1,0,0,1
11243.09,12,2,1,0,0,0
2626.18,20,22,1,1,1,1
467.29,12,20,1,0,0,0
9883.59,17,40,0,0,1,1
446.65,15,16,1,1,0,0
4491.79,10,0,0,1,1,1
6615.28,20,13,1,0,0,0
11551.12,8,38,0,0,1,1
10947.89,12,5,1,1,1,1
3182.37,23,27,0,1,1,1
767.34,9,34,1,0,1,1
5815.36,3,40,0,1,1,1
14118.73,23,20,1,0,0,1
9777.81,1,3,0,0,0,0
12932.61,20,38,1,1,1,1
11002.4,1,24,0,1,1,1
9113.81,18,9,1,1,0,1
5999.42,15,23,0,0,0,0
431.73,17,29,1,1,0,0
12554.49,5,4,1,0,0,0
3299.17,3,11,1,1,1,1
3838.58,1,32,1,0,0,0
11809.71,5,36,1,1,1,1
6329.51,11,38,1,1,1,1
4740.48,22,14,1,0,1,1
8204.57,14,22,1,0,0,0
2301.28,4,31,0,1,0,0
9456.35,1,22,0,1,0,1
260.16,15,31,0,1,0,0
11396.89,11,22,0,1,0,0
9904.01,12,31,1,0,0,1
7558.53,17,30,1,0,1,1
1305.72,13,10,0,1,1,1
14628.03,16,34,1,0,0,0
6935.55,1,11,0,1,0,0
6596.36,15,3,0,1,0,0
4756.57,16,37,1,1,0,0
9091.71,7,37,1,0,1,1
9210.38,4,38,1,0,0,1
9742.49,19,13,1,0,0,1
9428.71,15,6,1,0,0,1
11979.85,2,27,1,1,0,1
10158.13,3,12,0,1,0,1
11181.52,21,13,0,1,1,1
7704.15,19,8,0,1,1,1
6310.67,16,6,0,1,1,1
6614.07,23,37,0,0,0,0
9911.98,5,3,0,0,1,1
10485.48,14,17,1,1,1,1
11587.12,23,3,0,0,0,0
1814.87,20,19,0,1,0,0
6220.2,12,16,0,0,0,0
6898.04,13,39,1,0,1,1
1327.91,4,35,1,0,1,1
12006.71,12,11,1,0,1,1
12696.68,10,2,0,0,1,1
11444.84,19,26,1,0,1,1
2246.85,12,18,1,0,0,0
105.36,8,9,1,1,0,0
12097.22,14,4,0,0,0,0
4747.01,4,4,0,1,1,1
3032.88,11,21,1,0,1,1
6453.02,22,33,0,0,1,0
6869.81,6,35,1,1,0,1
4013.7,20,9,0,0,1,0
3804.68,21,36,1,0,0,0
9351.21,11,5,0,1,0,0
4372.43,13,0,0,1,0,0
6018.85,14,38,1,0,1,1
4099.52,6,40,1,0,0,0
9698.57,7,23,1,0,1,1
10081.86,7,11,0,1,1,1
605.58,12,18,0,1,0,0
8826.2,8,19,1,0,0,0
5333.85,10,39,1,0,1,1
12588.08,8,15,0,1,0,0
8236.26,2,5,0,1,1,1
13488.13,16,16,1,1,0,1
7135.75,14,1,1,0,0,0
14792.16,1,13,1,0,0,1
8088.82,18,35,0,0,0,0
7548.85,21,5,1,1,0,1
5565.0,17,28,0,0,1,0
9869.0,1,37,0,1,0,1
10303.59,21,40,1,0,0,0
11205.68,2,23,0,0,0,0
151.59,12,7,1,1,1,1
11043.8,9,25,0,0,0,0
13688.83,15,9,1,0,1,1
13092.11,2,12,1,0,1,1
6296.63,15,18,0,0,0,0
5065.5,12,15,1,1,1,1
1531.27,13,32,1,1,0,0
9034.6,7,36,1,1,1,1
14044.54,11,22,1,0,0,0
10134.61,7,39,1,0,1,1
6006.8,12,12,0,0,0,0
10639.48,7,9,0,0,1,1
12580.12,18,32,0,0,0,0
7905.2,17,39,0,1,1,1
116.96,6,9,1,1,0,1
12845.22,1,2,1,1,0,1
11353.7,9,31,0,0,1,1
5451.64,22,3,1,0,1,1
12140.86,16,12,0,0,0,0
9955.58,21,21,1,0,1,1
2412.72,14,14,1,0,1,1
10727.01,22,38,0,0,1,1
13968.52,7,35,0,1,1,1
2788.8,3,32,1,1,0,1
1593.09,17,7,0,1,0,0
12159.58,2,22,1,1,1,1
13095.6,17,34,1,1,0,1
11752.06,0,8,1,1,1,1
3824.45,12,14,1,0,0,0
12902.27,12,32,0,1,1,1
8282.16,0,27,1,1,0,1
2910.73,7,31,0,0,1,0
8639.71,17,39,1,1,0,1
2681.77,12,24,0,0,1,0
9011.81,1,39,1,0,1,1
11987.55,18,26,1,0,0,0
532.22,16,26,1,1,0,0
1222.04,6,18,0,0,0,0
6086.18,22,28,0,0,1,0
1896.6,8,2,0,0,1,0
4262.34,7,29,1,0,1,1
5825.09,20,17,1,0,0,0
3595.66,18,35,0,1,1,1
12593.89,7,13,1,1,0,1
2075.16,5,40,0,0,1,0
7470.31,3,0,1,0,0,1
14399.23,16,11,0,1,0,0
5489.78,16,24,0,1,0,0
3826.98,14,31,0,1,0,0
2952.18,15,36,0,0,1,0
10402.9,17,31,0,1,0,0
3703.0,5,33,0,1,1,1
335.96,12,12,0,1,0,0
578.92,5,18,1,1,1,1
1547.28,3,13,1,1,1,1
14536.32,12,19,1,0,0,0
14811.52,4,21,0,1,0,1
13441.11,8,14,0,0,1,1
11297.38,19,18,1,0,1,1
5724.82,4,16,1,1,1,1
3433.87,6,38,0,1,1,1
11693.71,0,26,0,0,0,0
14279.54,19,17,1,0,0,1
13730.33,20,31,1,1,1,1
10094.0,7,16,1,1,0,1
14738.06,6,26,1,0,0,0
788.94,4,36,0,1,1,1
14431.39,13,36,0,1,0,0
6705.28,10,25,0,1,1,1
13237.92,19,34,0,1,0,0
6892.69,13,12,1,0,0,0
12505.14,17,40,0,1,0,1
2294.0,5,21,1,1,0,0
10779.49,19,11,0,1,0,0
13993.24,14,21,1,0,1,1
8797.31,22,34,0,0,1,1
8177.2,10,15,0,0,1,1
4806.14,2,36,0,1,0,0
743.76,22,8,1,0,0,0
12198.23,20,1,0,0,1,1
14668.85,17,27,0,0,0,0
13193.72,17,26,1,0,1,1
5373.06,16,7,1,0,1,1
14373.46,20,33,1,0,0,1
1755.75,2,32,0,0,1,0
9414.1,9,8,1,0,1,1
14842.06,19,20,1,1,1,1
4354.94,9,11,1,1,1,1
10771.93,13,37,1,1,0,1
13519.97,23,7,1,1,0,1
5663.93,18,12,0,1,1,1
4334.14,3,32,0,1,1,1
1862.25,23,23,1,0,0,0
8262.31,6,31,1,0,1,1
14677.53,23,26,0,0,0,0
10423.23,22,19,1,0,0,0
7028.73,4,39,1,0,1,1
12510.29,19,34,1,0,0,0
5067.36,6,38,1,0,1,1
11580.93,13,1,0,1,0,0
1511.18,3,17,0,0,0,0
14951.54,2,17,0,1,0,1
8262.08,7,40,0,1,0,0
12353.89,15,32,1,0,1,1
8753.79,23,13,0,1,1,1
2453.81,11,29,0,0,0,0
12952.16,13,19,0,1,0,0
13339.59,20,24,1,0,1,1
9677.6,18,26,0,1,0,0
11664.01,0,27,1,0,0,1
11466.71,13,2,1,1,1,1
8134.24,17,32,1,1,0,1
3108.55,3,2,1,1,0,1
2842.22,0,30,1,0,0,0
10689.09,2,33,0,1,0,1
13652.05,14,24,0,1,0,1
14422.82,9,35,1,1,0,1
139.38,23,2,0,0,0,0
10775.14,6,0,0,0,0,0
2887.14,10,6,0,0,1,0
13166.06,14,17,0,1,0,0
13748.67,0,4,1,1,0,1
13446.12,3,9,1,0,0,1
958.37,15,11,1,0,1,1
12573.48,17,39,1,1,0,1
1014.94,9,25,1,1,1,1
9916.64,2,21,1,0,1,1
10689.08,12,40,1,0,1,1
8042.29,22,17,0,1,1,1
4530.51,9,38,0,0,1,0
9607.46,0,27,1,0,1,1
8224.66,2,6,1,0,0,1
3838.14,14,38,1,0,0,0
568.5,10,19,0,1,1,1
5946.67,11,36,0,1,1,1
11495.66,13,16,0,0,1,1
3136.77,1,12,0,1,1,1
2382.09,5,39,1,0,1,1
13604.46,1,11,1,0,1,1
9788.11,21,14,1,1,1,1
6050.52,13,36,1,1,0,1
11677.41,22,33,1,1,1,1
